,content,engine,positions,pretty_url,pubdate,score,title,url,searchvalue,searchquery,ResponseCategory,country,contentDate,Date
43,10 Mar 2020 ...,startpage,[3],https://www.thejc.com/news/israel/isra[...]gners-who-cannot-self-isolate-1.497881,,0.3333333333333333,Israel set to quarantine all arrivals from abroad amid 58 confirmed ...,https://www.thejc.com/news/israel/israeli-coronavirus-crackdown-closes-border-to-all-foreigners-who-cannot-self-isolate-1.497881,closes+boarders,israel+closes+boarders,boarders,israel,2020-03-10,2020-03-10 00:00:00
44,Israel closed its borders with Syria and Lebanon on Friday amid rising fears of virus outbreak - Anadolu Agency.,startpage,[4],https://www.aa.com.tr/en/latest-on-cor[...]-with-egypt-due-to-coronavirus/1758801,2020-03-08 00:00:00,0.25,Israel closes land border with Egypt due to coronavirus,https://www.aa.com.tr/en/latest-on-coronavirus-outbreak/israel-closes-land-border-with-egypt-due-to-coronavirus/1758801,closes+boarders,israel+closes+boarders,boarders,israel,Israel closed its borders with Syria and Lebanon on Friday amid rising fears of virus outbreak - Anadolu Agency.,2020-03-08 00:00:00
45,"You mistakenly think, 'Oh, we closed our borders. We're fine.'” The Israeli government has defended all measures put in place, including border ...",startpage,[5],https://www.timesofisrael.com/doctors-[...]uld-help-israel-fight-spread-of-virus/,2020-03-08 00:00:00,0.2,Doctors union head: Keeping borders open could help Israel fight ...,https://www.timesofisrael.com/doctors-union-head-keeping-borders-open-could-help-israel-fight-spread-of-virus/,closes+boarders,israel+closes+boarders,boarders,israel,"You mistakenly think, 'Oh, we closed our borders. We're fine.'” The Israeli government has defended all measures put in place, including border",2020-03-08 00:00:00
46,"To adapt the apocryphal British newspaper headline ""Fog in channel - Continent cut off,"" Israel is setting about containing the Covid-19 virus by ...",startpage,[7],https://en.globes.co.il/en/article-isr[...]loses-borders-world-cut-off-1001320711,2020-03-05 00:00:00,0.14285714285714285,"Israel closes borders, world cut off - Globes",https://en.globes.co.il/en/article-israel-closes-borders-world-cut-off-1001320711,closes+boarders,israel+closes+boarders,boarders,israel,"To adapt the apocryphal British newspaper headline ""Fog in channel - Continent cut off,"" Israel is setting about containing the Covid-19 virus by",2020-03-05 00:00:00
47,File photo of the Taba border crossing between Egypt and Israel. All Israeli nationals returning from Egypt are required to spend 14 days in ...,startpage,[8],https://www.i24news.tv/en/news/israel/[...]sing-into-egypt-over-coronavirus-fears,2020-03-08 00:00:00,0.125,Israel closes border crossing into Egypt over coronavirus ... - i24NEWS,https://www.i24news.tv/en/news/israel/diplomacy-defense/1583680035-israel-closes-border-crossing-into-egypt-over-coronavirus-fears,closes+boarders,israel+closes+boarders,boarders,israel,File photo of the Taba border crossing between Egypt and Israel. All Israeli nationals returning from Egypt are required to spend 14 days in,2020-03-08 00:00:00
48,"""We might be forced, in coordination with the Israeli side, to close the bridge [crossing] in the coming days, and hopefully we will not have to do ...",startpage,[9],https://www.jpost.com/Breaking-News/Pa[...]ordan-to-close-border-crossings-620306,2020-03-10 00:00:00,0.1111111111111111,Palestinian PM: We may close border with Jordan in coming days ...,https://www.jpost.com/Breaking-News/Palestinian-PM-Coordinating-with-Jordan-to-close-border-crossings-620306,closes+boarders,israel+closes+boarders,boarders,israel,"""We might be forced, in coordination with the Israeli side, to close the bridge [crossing] in the coming days, and hopefully we will not have to do",2020-03-10 00:00:00
49,"Land border crossings may be closed with little or no advance notice. As of March 18, the Government of Israel announced the closure of its ...",startpage,[10],https://il.usembassy.gov/covid-19-information/,2020-03-23 01:26:35,0.1,COVID-19 Information | U.S. Embassy in Israel,https://il.usembassy.gov/covid-19-information/,closes+boarders,israel+closes+boarders,boarders,israel,"Land border crossings may be closed with little or no advance notice. As of March 18, the Government of Israel announced the closure of its",2020-03-23 01:26:35
50,"Netanyahu announces 'tough, but vital decision' □ Order for Israelis ... travel restrictions, challenges in returning home or accessing health ...",startpage,[1],https://www.haaretz.com/israel-news/.p[...]quarantine-some-u-s-arrivals-1.8638322,2020-03-10 00:00:00,1.0,"Israel extends coronavirus quarantine orders to all arrivals, 58 cases ...",https://www.haaretz.com/israel-news/.premium-israeli-with-coronavirus-in-severe-condition-israel-may-quarantine-some-u-s-arrivals-1.8638322,Travel+ban,israel+Travel+ban,boarders,israel,"Netanyahu announces 'tough, but vital decision' □ Order for Israelis travel restrictions, challenges in returning home or accessing health",2020-03-10 00:00:00
51,"On March 4, the Israeli Health Ministry issued a travel ban on incoming tourists from Germany, France, Spain, Switzerland and Austria and ...",startpage,[2],https://www.haaretz.com/opinion/.premi[...]travel-ban-for-fear-of-trump-1.8657013,2020-03-09 00:00:00,0.5,Netanyahu exempted U.S. from coronavirus travel ban for fear of ...,https://www.haaretz.com/opinion/.premium-netanyahu-exempted-u-s-from-coronavirus-travel-ban-for-fear-of-trump-1.8657013,Travel+ban,israel+Travel+ban,boarders,israel,"On March 4, the Israeli Health Ministry issued a travel ban on incoming tourists from Germany, France, Spain, Switzerland and Austria and",2020-03-09 00:00:00
52,14 hours ago ... Amnesty International today submitted a petition to the Jerusalem District Court seeking to have a cruel travel ban imposed by the Israeli ...,startpage,[3],https://www.amnesty.org/en/latest/news[...]el-travel-ban-on-amnesty-staff-member/,,0.3333333333333333,ISRAEL/ OPT: End cruel travel ban on Amnesty staff member ...,https://www.amnesty.org/en/latest/news/2020/03/israel-opt-end-cruel-travel-ban-on-amnesty-staff-member/,Travel+ban,israel+Travel+ban,boarders,israel,2020-03-25,2020-03-25 00:00:00
53,"COVID-19 Exceptional Travel Advisory Notice. As countries respond to the COVID-19 pandemic, including travel and border restrictions, the ...",startpage,[4],https://www.gov.uk/foreign-travel-advice/israel,2020-03-20 01:26:37,0.25,Israel travel advice - GOV.UK,https://www.gov.uk/foreign-travel-advice/israel,Travel+ban,israel+Travel+ban,boarders,israel,"COVID-19 Exceptional Travel Advisory Notice. As countries respond to the COVID-19 pandemic, including travel and border restrictions, the",2020-03-20 01:26:37
54,"Tourists visiting Israel will be required to leave the country in the coming days, as part of new travel restrictions to block the spread of the ...",startpage,[5],https://www.timesofisrael.com/tourists[...]el-as-part-of-new-travel-restrictions/,2020-03-10 00:00:00,0.2,Tourists will need to leave Israel as part of new travel restrictions ...,https://www.timesofisrael.com/tourists-will-need-to-leave-israel-as-part-of-new-travel-restrictions/,Travel+ban,israel+Travel+ban,boarders,israel,"Tourists visiting Israel will be required to leave the country in the coming days, as part of new travel restrictions to block the spread of the",2020-03-10 00:00:00
55,"The Government of Israel is continually updating its travel restrictions and quarantine policies. In addition, the Israeli Population and Immigration ...",startpage,[7],https://travel.state.gov/content/trave[...]est-bank-and-gaza-travel-advisory.html,2020-03-13 00:00:00,0.14285714285714285,"Israel, The West Bank and Gaza Travel Advisory",https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/israel-west-bank-and-gaza-travel-advisory.html,Travel+ban,israel+Travel+ban,boarders,israel,"The Government of Israel is continually updating its travel restrictions and quarantine policies. In addition, the Israeli Population and Immigration",2020-03-13 00:00:00
56,"Israel has already imposed travel bans on a host of different countries, including France, Italy, Spain, Austria, Germany and Switzerland, along ...",startpage,[9],https://www.i24news.tv/en/news/interna[...]-ban-against-us-over-coronavirus-fears,2020-03-07 00:00:00,0.1111111111111111,Israel reportedly weighing travel ban against US over ... - i24NEWS,https://www.i24news.tv/en/news/international/1583559821-israel-reportedly-weighing-travel-ban-against-us-over-coronavirus-fears,Travel+ban,israel+Travel+ban,boarders,israel,"Israel has already imposed travel bans on a host of different countries, including France, Italy, Spain, Austria, Germany and Switzerland, along",2020-03-07 00:00:00
57,The Foreign and Commonwealth Office (FCO) is advising British ... Israeli Home Front Command have declared an emergency situation in ...,startpage,[1],https://www.gov.uk/foreign-travel-advice/israel,2020-03-20 01:26:38,1.0,Israel travel advice - GOV.UK,https://www.gov.uk/foreign-travel-advice/israel,home+office,israel+home+office,HomeOffice,israel,The Foreign and Commonwealth Office (FCO) is advising British Israeli Home Front Command have declared an emergency situation in,2020-03-20 01:26:38
58,"Israeli Prime Minister Benjamin Netanyahu on Thursday ordered most schools in the country to close as a precaution against coronavirus, and ...",startpage,[1],https://www.reuters.com/article/us-hea[...]lls-for-unity-government-idUSKBN20Z38E,2020-03-12 00:00:00,1.0,"Israel's Netanyahu orders schools closed, calls for unity government ...",https://www.reuters.com/article/us-health-coronavirus-israel-palestinian/israels-netanyahu-orders-schools-closed-calls-for-unity-government-idUSKBN20Z38E,schools+shut,israel+schools+shut,schools,israel,"Israeli Prime Minister Benjamin Netanyahu on Thursday ordered most schools in the country to close as a precaution against coronavirus, and",2020-03-12 00:00:00
59,Israel's chief rabbis cautioned religious Jews to avoid visiting the Western Wall . The nation's schools and universities were also closed as of ...,startpage,[2],https://www.timesofisrael.com/virus-ca[...]ayer-schools-hotels-and-theaters-shut/,2020-03-13 00:00:00,0.5,"Virus cases hit 127 as synagogues curb prayer; schools, hotels and ...",https://www.timesofisrael.com/virus-cases-hit-126-as-synagogues-curb-prayer-schools-hotels-and-theaters-shut/,schools+shut,israel+schools+shut,schools,israel,Israel's chief rabbis cautioned religious Jews to avoid visiting the Western Wall . The nation's schools and universities were also closed as of,2020-03-13 00:00:00
60,"“We are closing the schools and the universities,” the premier announced on live television. He said the closure didn't include preschools and ...",startpage,[3],https://www.timesofisrael.com/israel-c[...]nyahu-issues-dire-coronavirus-warning/,2020-03-12 00:00:00,0.3333333333333333,"Israel closes schools, universities as Netanyahu issues dire ...",https://www.timesofisrael.com/israel-closes-schools-universities-as-netanyahu-issues-dire-coronavirus-warning/,schools+shut,israel+schools+shut,schools,israel,"“We are closing the schools and the universities,” the premier announced on live television. He said the closure didn't include preschools and",2020-03-12 00:00:00
61,"The head of Israel Teachers' Union, Yaffa Ben-David, called Thursday for all educational institutions across the country to shut due to the ...",startpage,[4],https://www.ynetnews.com/article/HJfqeowSU,2020-03-12 00:00:00,0.25,Teachers wants schools shut as coronavirus hits Israel's education ...,https://www.ynetnews.com/article/HJfqeowSU,schools+shut,israel+schools+shut,schools,israel,"The head of Israel Teachers' Union, Yaffa Ben-David, called Thursday for all educational institutions across the country to shut due to the",2020-03-12 00:00:00
62,"Earlier in the day, after the Education Ministry reported that only 85% of students showed up for school, it held a meeting on the subject of closing ...",startpage,[5],https://www.jpost.com/HEALTH-SCIENCE/C[...]ion-Ministry-to-shutter-schools-620688,2020-03-12 00:00:00,0.2,"Israel shutters schools, universities as coronavirus patients top 100 ...",https://www.jpost.com/HEALTH-SCIENCE/Coronavirus-Teachers-Union-calls-on-Education-Ministry-to-shutter-schools-620688,schools+shut,israel+schools+shut,schools,israel,"Earlier in the day, after the Education Ministry reported that only 85% of students showed up for school, it held a meeting on the subject of closing",2020-03-12 00:00:00
63,"Israel will be closing down all schools and universities in an attempt to slow down the spread of the novel coronavirus, Prime Minister Benjamin ...",startpage,[6],https://www.haaretz.com/israel-news/.p[...]agogue-closes-aipac-positive-1.8660231,2020-03-13 00:00:00,0.16666666666666666,Israel shutters schools and universities as coronavirus cases rise to ...,https://www.haaretz.com/israel-news/.premium-israel-25-more-coronavirus-new-regulations-toronto-synagogue-closes-aipac-positive-1.8660231,schools+shut,israel+schools+shut,schools,israel,"Israel will be closing down all schools and universities in an attempt to slow down the spread of the novel coronavirus, Prime Minister Benjamin",2020-03-13 00:00:00
64,"Twenty-four Israeli patients in serious condition □ Palestinian PM ... of a UNRWA school at al-Shati refugee camp in Gaza City, March 18, 2020 ...",startpage,[7],https://www.haaretz.com/israel-news/do[...]ine-after-arriving-in-israel-1.8689682,2020-03-24 01:26:39,0.14285714285714285,"Palestinian PM orders West Bank lockdown; more than 1,000 ...",https://www.haaretz.com/israel-news/dozens-of-new-york-hasidic-jews-in-coronavirus-quarantine-after-arriving-in-israel-1.8689682,schools+shut,israel+schools+shut,schools,israel,"Twenty-four Israeli patients in serious condition □ Palestinian PM of a UNRWA school at al-Shati refugee camp in Gaza City, March 18, 2020",2020-03-24 01:26:39
65,"JERUSALEM (JTA) — Israel's schools and universities will close due to the spread of coronavirus, Prime Minister Benjamin Netanyahu ...",startpage,[8],https://www.jta.org/quick-reads/israel[...]ls-and-universities-due-to-coronavirus,2020-03-12 00:00:00,0.125,Israel closes schools and universities due to coronavirus - Jewish ...,https://www.jta.org/quick-reads/israel-will-close-schools-and-universities-due-to-coronavirus,schools+shut,israel+schools+shut,schools,israel,"JERUSALEM (JTA) — Israel's schools and universities will close due to the spread of coronavirus, Prime Minister Benjamin Netanyahu",2020-03-12 00:00:00
66,Israel's prime minister has shut down the courts and ordered the ... ordering new arrivals into quarantine and closing down the public schools.,startpage,[9],https://www.nytimes.com/2020/03/18/wor[...]middleeast/israel-virus-netanyahu.html,2020-03-18 00:00:00,0.1111111111111111,Netanyahu's Bold Moves: Fighting a Virus or Risking Democracy ...,https://www.nytimes.com/2020/03/18/world/middleeast/israel-virus-netanyahu.html,schools+shut,israel+schools+shut,schools,israel,Israel's prime minister has shut down the courts and ordered the ordering new arrivals into quarantine and closing down the public schools.,2020-03-18 00:00:00
67,"On Thursday, Netanyahu announced the nationwide closure of schools and universities. “We are closing the schools and the universities,” ...",startpage,[10],https://www.jns.org/amid-new-virus-cas[...]s-possible-nationwide-school-closures/,2020-03-12 00:00:00,0.1,"Amid new virus cases in Israel, synagogue restrictions, nationwide ...",https://www.jns.org/amid-new-virus-cases-in-israel-synagogue-restrictions-possible-nationwide-school-closures/,schools+shut,israel+schools+shut,schools,israel,"On Thursday, Netanyahu announced the nationwide closure of schools and universities. “We are closing the schools and the universities,”",2020-03-12 00:00:00
68,"Israeli Prime Minister Benjamin Netanyahu on Thursday ordered most schools in the country to close as a precaution against coronavirus, and ...",startpage,[1],https://www.reuters.com/article/us-hea[...]lls-for-unity-government-idUSKBN20Z38E,2020-03-12 00:00:00,1.0,"Israel's Netanyahu orders schools closed, calls for unity government ...",https://www.reuters.com/article/us-health-coronavirus-israel-palestinian/israels-netanyahu-orders-schools-closed-calls-for-unity-government-idUSKBN20Z38E,schools+closed,israel+schools+closed,schools,israel,"Israeli Prime Minister Benjamin Netanyahu on Thursday ordered most schools in the country to close as a precaution against coronavirus, and",2020-03-12 00:00:00
69,Schools and kindergartens are incubators of infectious diseases. ... he close down Israel's educational institutions and move students to remote ...,startpage,[2],https://www.jpost.com/HEALTH-SCIENCE/C[...]ion-Ministry-to-shutter-schools-620688,2020-03-12 00:00:00,0.5,"Israel shutters schools, universities as coronavirus patients top 100 ...",https://www.jpost.com/HEALTH-SCIENCE/Coronavirus-Teachers-Union-calls-on-Education-Ministry-to-shutter-schools-620688,schools+closed,israel+schools+closed,schools,israel,Schools and kindergartens are incubators of infectious diseases. he close down Israel's educational institutions and move students to remote,2020-03-12 00:00:00
70,"JERUSALEM (JTA) — Israel's schools and universities will close due to the spread of coronavirus, Prime Minister Benjamin Netanyahu ...",startpage,[3],https://www.jta.org/quick-reads/israel[...]ls-and-universities-due-to-coronavirus,2020-03-12 00:00:00,0.3333333333333333,Israel closes schools and universities due to coronavirus - Jewish ...,https://www.jta.org/quick-reads/israel-will-close-schools-and-universities-due-to-coronavirus,schools+closed,israel+schools+closed,schools,israel,"JERUSALEM (JTA) — Israel's schools and universities will close due to the spread of coronavirus, Prime Minister Benjamin Netanyahu",2020-03-12 00:00:00
71,"National Security Council, education and health ministries hold consultations; Teachers' Union urges PM to shut all education institutions; ...",startpage,[4],https://www.timesofisrael.com/israels-[...]l-after-passover-due-to-virus-reports/,2020-03-12 00:00:00,0.25,Israel's schools to be shuttered until after Passover due to virus ...,https://www.timesofisrael.com/israels-schools-to-be-shuttered-until-after-passover-due-to-virus-reports/,schools+closed,israel+schools+closed,schools,israel,"National Security Council, education and health ministries hold consultations; Teachers' Union urges PM to shut all education institutions;",2020-03-12 00:00:00
72,"A closed school in the northern Israeli city of Tzfat, March 13, 2020, as part of preventive measures amid fears over the spread of the ...",startpage,[5],https://www.timesofisrael.com/israel-s[...]workplaces-gatherings-no-lockdown-yet/,2020-03-13 00:00:00,0.2,"Israel set for drastic new restrictions on workplaces, gatherings; no ...",https://www.timesofisrael.com/israel-set-for-drastic-restrictions-on-workplaces-gatherings-no-lockdown-yet/,schools+closed,israel+schools+closed,schools,israel,"A closed school in the northern Israeli city of Tzfat, March 13, 2020, as part of preventive measures amid fears over the spread of the",2020-03-13 00:00:00
73,"Most of Israel's schools and universities will close due to the spread of coronavirus, Prime Minister Benjamin Netanyahu announced yesterday.",startpage,[6],https://www.cjnews.com/news/israel/isr[...]ls-and-universities-due-to-coronavirus,2020-03-13 00:00:00,0.16666666666666666,Israel closes most schools and universities due to coronavirus,https://www.cjnews.com/news/israel/israel-closes-most-schools-and-universities-due-to-coronavirus,schools+closed,israel+schools+closed,schools,israel,"Most of Israel's schools and universities will close due to the spread of coronavirus, Prime Minister Benjamin Netanyahu announced yesterday.",2020-03-13 00:00:00
74,"Israel: 126 Confirmed Virus Cases, as Schools Closed, Shuls Prepare for Shabbos. By Yoni Weiss. Friday, March 13, 2020 at 5:05 am | י""ז אדר ...",startpage,[7],https://hamodia.com/2020/03/13/israel-[...]-schools-closed-shuls-prepare-shabbos/,2020-03-13 00:00:00,0.14285714285714285,"Israel: 126 Confirmed Virus Cases, as Schools Closed, Shuls ...",https://hamodia.com/2020/03/13/israel-126-confirmed-virus-cases-schools-closed-shuls-prepare-shabbos/,schools+closed,israel+schools+closed,schools,israel,"Israel: 126 Confirmed Virus Cases, as Schools Closed, Shuls Prepare for Shabbos. By Yoni Weiss. Friday, March 13, 2020 at 5:05 am | י""ז אדר",2020-03-13 00:00:00
75,"Israel will be closing down all schools and universities in an attempt to slow down the spread of the novel coronavirus, Prime Minister Benjamin ...",startpage,[8],https://www.haaretz.com/israel-news/.p[...]agogue-closes-aipac-positive-1.8660231,2020-03-13 00:00:00,0.125,Israel shutters schools and universities as coronavirus cases rise to ...,https://www.haaretz.com/israel-news/.premium-israel-25-more-coronavirus-new-regulations-toronto-synagogue-closes-aipac-positive-1.8660231,schools+closed,israel+schools+closed,schools,israel,"Israel will be closing down all schools and universities in an attempt to slow down the spread of the novel coronavirus, Prime Minister Benjamin",2020-03-13 00:00:00
76,"Hungary closes schools, bans entry from Israel over coronavirus - Prime Minister Viktor Orbán announced a number of new measures his ...",startpage,[9],https://index.hu/english/2020/03/13/hu[...]coronavirus_viktor_orban_announcement/,2020-03-13 00:00:00,0.1111111111111111,"Hungary closes schools, bans entry from Israel over coronavirus",https://index.hu/english/2020/03/13/hungary_coronavirus_viktor_orban_announcement/,schools+closed,israel+schools+closed,schools,israel,"Hungary closes schools, bans entry from Israel over coronavirus - Prime Minister Viktor Orbán announced a number of new measures his",2020-03-13 00:00:00
77,"More alcogel and antiseptic wet wipes have been sold in Israel in recent weeks than in all of ... Consumer goods / Photo: Bar Lavi , Globes.",startpage,[8],https://en.globes.co.il/en/article-sal[...]er-products-in-israel-up-45-1001322818,2020-03-23 01:26:42,0.125,Sales of consumer products in Israel up 45% - Globes,https://en.globes.co.il/en/article-sales-of-consumer-products-in-israel-up-45-1001322818,bars+restaurants,israel+bars+restaurants,restaurants,israel,"More alcogel and antiseptic wet wipes have been sold in Israel in recent weeks than in all of Consumer goods / Photo: Bar Lavi , Globes.",2020-03-23 01:26:42
78,"France and Israel moved on Saturday to close restaurants, cafes, movie ... Italy tightens coronavirus shutdown, closes all businesses except pharmacies and ... Schools, bars and restaurants were ordered to close in Spain on ...",startpage,[1],https://www.axios.com/coronavirus-isra[...]6793a-7c15-4618-99da-077b9ecf2575.html,2020-03-14 00:00:00,1.0,Israel and France to close restaurants and cafes - Axios,https://www.axios.com/coronavirus-israel-france-pandemic-cfa6793a-7c15-4618-99da-077b9ecf2575.html,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"France and Israel moved on Saturday to close restaurants, cafes, movie Italy tightens coronavirus shutdown, closes all businesses except pharmacies and Schools, bars and restaurants were ordered to close in Spain on",2020-03-14 00:00:00
79,"An Israeli woman shops at a supermarket in Jerusalem on March 14, ... those that provide takeout — along with bars, pubs and dance clubs. ... It confirmed that all restaurants and entertainment venues would be closed, save ...",startpage,[2],https://www.timesofisrael.com/no-more-[...]yer-quorums-the-new-virus-regulations/,2020-03-15 00:00:00,0.5,"No more daycare, restaurants, gyms or shopping malls: The new ...",https://www.timesofisrael.com/no-more-daycare-restaurants-gyms-or-prayer-quorums-the-new-virus-regulations/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"An Israeli woman shops at a supermarket in Jerusalem on March 14, those that provide takeout — along with bars, pubs and dance clubs. It confirmed that all restaurants and entertainment venues would be closed, save",2020-03-15 00:00:00
80,Get The Times of Israel's Daily Edition by email and never miss our top stories ... All bars and restaurants in Ohio are closed until further notice.,startpage,[3],https://www.timesofisrael.com/partys-o[...]tes-close-bars-restaurants-over-virus/,2020-03-16 00:00:00,0.3333333333333333,"Party's over: 4 US states close bars, restaurants over virus | The ...",https://www.timesofisrael.com/partys-over-4-us-states-close-bars-restaurants-over-virus/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,Get The Times of Israel's Daily Edition by email and never miss our top stories All bars and restaurants in Ohio are closed until further notice.,2020-03-16 00:00:00
81,"New York's Kosher Restaurants Feeling the Pinch as Coronavirus Pandemic Closes Bars, Eateries Across City ...",startpage,[4],https://www.algemeiner.com/2020/03/16/[...]emic-closes-bars-eateries-across-city/,2020-03-16 00:00:00,0.25,New York's Kosher Restaurants Feeling the Pinch as Coronavirus ...,https://www.algemeiner.com/2020/03/16/new-yorks-kosher-restaurants-feeling-the-pinch-as-coronavirus-pandemic-closes-bars-eateries-across-city/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"New York's Kosher Restaurants Feeling the Pinch as Coronavirus Pandemic Closes Bars, Eateries Across City",2020-03-16 00:00:00
82,"NYC Mayor Shutters All Bars, Restaurants and Closes Nation's Largest ... on Sunday announced the closure of all bars and restaurants in the city except for ... He is a veteran of the Israeli Defense Forces and a trained violist.",startpage,[7],https://www.nationalreview.com/news/ny[...]ations-largest-public-school-district/,2020-03-16 00:00:00,0.14285714285714285,"NYC Mayor Shutters All Bars, Restaurants and Closes Nation's ...",https://www.nationalreview.com/news/nyc-mayor-shutters-all-bars-restaurants-and-closes-nations-largest-public-school-district/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"NYC Mayor Shutters All Bars, Restaurants and Closes Nation's Largest on Sunday announced the closure of all bars and restaurants in the city except for He is a veteran of the Israeli Defense Forces and a trained violist.",2020-03-16 00:00:00
83,"L.A. Bars, Restaurants Closed for Two Weeks Due to Coronavirus ... who attended the America Israel Public Affairs Committee (AIPAC) policy ...",startpage,[8],https://jewishjournal.com/news/los_ang[...]osed-for-two-weeks-due-to-coronavirus/,2020-03-16 00:00:00,0.125,"L.A. Bars, Restaurants Closed for Two Weeks Due to Coronavirus",https://jewishjournal.com/news/los_angeles/312167/l-a-bars-restaurants-closed-for-two-weeks-due-to-coronavirus/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"L.A. Bars, Restaurants Closed for Two Weeks Due to Coronavirus who attended the America Israel Public Affairs Committee (AIPAC) policy",2020-03-16 00:00:00
